,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,0.6098449986223516,0.17560509707200248,-0.9264892273614435,-0.7055870635838707,0.8544889949413297,-0.349434641776476,0.7417915076447281,-0.5380366091185537,-0.5898372707876391,T_cells
1,-1.5948875312467303,-0.2603724557509575,-0.41327247188635835,-1.5129763812260972,-0.27762729077941517,0.8644200505611095,0.10969709161190935,0.21547388938523893,2.976890262125772,T_cells
2,-0.9876622693105354,0.6052774426555171,-0.7718905808232753,-0.18663599136483403,0.646911427685172,-0.7184232644342999,2.5601692692426354,-0.25116410626973146,-0.5261134309099954,Other cells
3,0.07216146741009993,-0.5438637727531604,-0.6633425479013433,0.46525172335972736,1.0008419446011945,-0.7897966563566761,0.6179058457987086,0.04834285771549949,0.5681194010691634,T_cells
4,-1.0165545652022037,-0.5856273142356414,-0.4447175413308188,1.035672156032074,0.2308806000590081,0.7518873061898544,-0.3078000446084551,0.0815272648988421,-0.8960093126159485,T_cells
5,0.4956953634748315,0.11006377697996408,0.40738764435107283,-0.16329454683537684,-0.679147348309327,-0.38409949858629144,0.08957550537499857,-0.27029998628265045,-0.1621434683458493,T_cells
6,0.06253225421042728,-0.2383340934595319,-0.33587251303490545,0.1767150502411576,0.410265531906434,0.4615002900271349,0.5889914962076117,-0.1967335381251674,0.5776888824768087,T_cells
7,-0.3275939837704237,-0.46279791434249634,0.15993994768904202,0.4799872772024571,0.07000736710792782,0.3073863536906369,0.24208053819255315,0.10460574175118015,-0.346908614643342,T_cells
8,-0.3624969326338928,-0.6063785933702651,-0.8065496170148219,0.04207190846823125,-1.3910594793304984,-1.098613528397579,-0.5302712173684968,-0.336471978641797,-0.7214122081425572,T_cells
9,-0.8591132043534331,0.22275219574806418,-0.18314541666883255,-0.6242474298789185,-0.43852130599492345,-0.3018189316016083,0.24485687853393873,0.11615350458667457,-0.36774934200476955,T_cells
10,0.40382764075389177,0.3236213584765216,0.681005269713765,-0.36966227290284465,-0.037215123368110795,0.06209524947888032,4.555908122889345,-0.2618760767229787,0.23144322916698573,Other cells
11,-0.49310252684463235,-0.6376011870462496,0.16127664132895322,-0.014721302219015766,0.8272281935021292,-0.11425999214506033,-0.7226810314198292,-0.3775592453379606,-0.6429778834239063,T_cells
12,-0.7455294639726121,-0.0639828708550559,-0.24884026326932204,0.8073779404142623,0.9812951948378822,0.02782073429649513,-0.8193904453423719,-0.07027876079965485,0.47275369726136146,T_cells
13,-0.15512924989700616,0.14515653658103575,0.0590993657067364,0.20471280779739426,0.7816467894529477,-0.5402904918232827,0.12958765930007743,-0.6147082306137801,0.35931440590198327,T_cells
14,4.659701783245114,5.786883731177334,3.3281261081872597,-0.05023864379046556,2.2565288874605822,0.984291410619725,-0.15380498148858326,4.064736745541626,0.2893727001470917,B_cells
15,-0.3819872424071958,0.01042083906682797,-1.1676998345505702,0.4086850426647592,-0.6998598146676586,0.11266606873682539,-0.749028414966236,-0.050798783846571355,0.7396942528326335,T_cells
16,-0.16327589951700008,0.12601418215792742,0.5660948265815625,0.18997102433159796,-0.41597903420956445,0.07073399191201221,0.7761179238813977,-0.04877751278328657,-0.1488219675545795,T_cells
17,-0.06549903100402305,-0.3610502685313176,0.6243185065514603,0.2666840303995332,0.3349404637438097,-0.6112490003423989,-0.45847713505893783,-0.6270656595906937,-0.7949761055575781,T_cells
18,0.6290708309731499,0.1946431431284338,0.4049475560967528,-0.026695297792716524,0.4194994801488635,-0.7138558710391231,0.024141083867085366,-0.44953248308771293,-0.9412647795226707,T_cells
19,-0.2129507816020305,-0.0766198931669661,0.4815213444433319,0.22041647596608036,1.3334510875429466,0.06318968326075683,-0.05990209913167939,0.09200816568899711,-0.3892226556820227,T_cells
20,-0.1711431715780093,0.390675928306027,-0.24114877180870645,-0.20349025563600612,0.19883991696519954,-0.0034793804494999045,0.30111320162017524,0.1924612506125579,-0.593857944894638,T_cells
21,0.15910810963927954,-1.035555226532766,-0.8440395404215523,0.6121022229170957,-0.250738514297785,-0.8632366019743465,-0.2611288982208996,-0.45653616545692693,-1.0053484947291718,T_cells
22,-0.6452406807848529,0.47382031137479425,0.4403383680070247,-1.095288649155292,-3.0745510874477375,-0.500753872662053,-0.1727195807923883,-0.427265726912274,0.3027492656991738,T_cells
23,-1.1839920551114462,-0.15221515280262948,-0.24336600348632484,-0.22939276101825387,0.3948978960751443,0.7454845712006956,-0.5515334836869084,-0.7751296579299614,-0.589726387139699,T_cells
24,0.4806198399725071,-0.14305710465800983,0.3689309752354936,0.07872882444897841,0.9829039834793816,0.028303247410747884,-0.18606021426213332,-0.2609143558319395,1.0736629803842486,T_cells
25,-1.1822695372505507,-0.3806623644320403,0.18183979307139053,-0.8912680218561473,-2.013580629365401,1.6887973389182367,1.790978908199999,-0.5835708537083756,1.771304851934748,Other cells
26,-0.4070359239262542,-0.08875249889972067,0.3857624900172637,0.16841298187553863,0.006128387992713325,0.8530134574731639,0.004624177754720757,-0.7304412271930417,0.05067794647645279,T_cells
27,-0.13711933076681224,0.019448537135857393,0.7265736646490408,0.29802835574420083,0.06809178473948628,-0.3122020700927346,4.246612739237785,0.069177214813679,-0.8175976918526049,Other cells
28,-0.43627899386420343,-0.5874884472367347,-2.3227697517612484,3.5565284555187247,1.2456394716625072,-0.6250756158965077,0.23405164166278486,0.060781603969108616,2.6792570734624492,T_cells
29,-1.325225326875719,-0.48608882622020905,0.6037192522566747,0.8104977555282911,0.5487672838911529,0.28801399520278764,0.2505705672203039,0.027785735871895225,1.2238706124627516,T_cells
30,-0.13635973422588357,-1.1725869111276004,-0.32065929014796735,0.25479099683752393,-1.1889904388991182,-0.8269044727313674,-0.6328379936196693,-0.5292236009645966,-0.7433372739550108,T_cells
