iter	Logloss
115	0.4089640065
116	0.4074771781
117	0.4060121837
118	0.4042397047
119	0.4028538152
120	0.4012358314
121	0.3994522095
122	0.3976066991
123	0.3965085682
124	0.3954465766
125	0.3939221533
126	0.3923452277
127	0.3907411977
128	0.3892142898
129	0.3876405515
130	0.3857943886
131	0.3843791861
132	0.3828656548
133	0.3812889802
134	0.379768221
135	0.3779249191
136	0.3766428295
137	0.3750257492
138	0.3738726064
139	0.3723112407
140	0.3707107745
141	0.3692970778
142	0.3680439999
143	0.3665383239
144	0.3651724866
145	0.3638585743
146	0.3622418956
147	0.3614386006
148	0.3599742086
149	0.3585366199
150	0.3571978619
151	0.3559307801
152	0.35479262
153	0.3532928166
154	0.3525051067
155	0.351245077
156	0.35037116
157	0.3492280057
158	0.3476564508
159	0.3465022539
160	0.3453946866
161	0.3441436165
162	0.3428332931
163	0.3415157669
164	0.340361821
165	0.3396438297
166	0.3385946876
167	0.3375665263
168	0.3361762448
169	0.3350971122
170	0.3336262452
171	0.3324484574
172	0.3313013127
173	0.3299658424
174	0.3285970437
175	0.3274477156
176	0.3266021829
177	0.3256818621
178	0.324381226
179	0.3232229634
180	0.3223166466
181	0.3211565018
182	0.320073981
183	0.3188680599
184	0.3177832302
185	0.3170721405
186	0.3165570309
187	0.3156730752
188	0.3147860075
189	0.3138360977
190	0.3127922761
191	0.3116783845
192	0.3110450945
193	0.3100158792
194	0.3088139986
195	0.3078130923
196	0.3069381714
197	0.3062304447
198	0.3051824319
199	0.3041438805
200	0.3030824661
201	0.3024980143
202	0.3016246494
203	0.3005225031
204	0.2996512463
205	0.2986340272
206	0.297918922
207	0.2973321363
208	0.2964611555
209	0.2956715885
210	0.2947323197
211	0.2938165665
212	0.2928745872
213	0.291971558
214	0.2910710385
215	0.290091364
216	0.2891299097
217	0.2886223542
218	0.287494559
219	0.2867042391
220	0.2858168451
221	0.2847663729
222	0.2840133215
223	0.2836370217
224	0.2828710707
225	0.2821712996
226	0.2811725265
227	0.2803814537
228	0.2797709515
229	0.2789679076
230	0.2786549769
231	0.2777340036
232	0.2770856556
233	0.276477362
234	0.2755732285
235	0.2747196398
236	0.2740516412
237	0.2732941979
238	0.2726696416
239	0.2721216051
240	0.2713773125
241	0.2708809501
242	0.2702303435
243	0.2693423472
244	0.2684669997
245	0.2675880131
246	0.2668900741
247	0.2662119614
248	0.2653265501
249	0.2645740258
250	0.2642350448
251	0.2635581368
252	0.2628848678
253	0.2620923896
254	0.2612891197
255	0.2605398329
256	0.2594908664
257	0.2588003058
258	0.2581259075
259	0.2574466906
260	0.256760798
261	0.256149041
262	0.2553638157
263	0.2543445888
264	0.2537442258
265	0.2527833989
266	0.2522459532
267	0.2515315508
268	0.2508839306
269	0.2503190292
270	0.2496146152
271	0.2489142669
272	0.2485064456
273	0.2479728398
274	0.247243053
275	0.2467031228
276	0.246060522
277	0.2453279244
278	0.2446372384
279	0.2438680247
280	0.2432528546
281	0.2425350139
282	0.2419209229
283	0.2413082625
284	0.240501203
285	0.2399676975
286	0.2390847959
287	0.2385533232
288	0.2380042578
289	0.2376460276
290	0.2370802227
291	0.2365535686
292	0.2360305284
293	0.2354649243
294	0.2348325629
295	0.2342304681
296	0.2335004305
297	0.2329750061
298	0.2327287072
299	0.2322105608
300	0.2315461008
301	0.2312002935
302	0.2309563787
303	0.2303032122
304	0.2296801868
305	0.2292177301
306	0.2285044319
307	0.2282632276
308	0.2275842616
309	0.2270795923
310	0.2265019166
311	0.2257472339
312	0.2253201133
313	0.224937188
314	0.2244080995
315	0.2238054276
316	0.2231814987
317	0.2225175908
318	0.2220814354
319	0.2215153544
320	0.2210539266
321	0.2205055638
322	0.220056835
323	0.2193863517
324	0.2187670658
325	0.2182979082
326	0.2178982183
327	0.217321697
328	0.2167965738
329	0.2164053666
330	0.215759177
331	0.2152854518
332	0.214813383
333	0.2144690062
334	0.2139016955
335	0.2132366582
336	0.2126664864
337	0.212247447
338	0.2120516928
339	0.2115199189
340	0.2108514936
341	0.2103822859
342	0.2102834802
343	0.2098021131
344	0.2095684378
345	0.2090629653
346	0.2084760038
347	0.2079309915
348	0.2074609932
349	0.2068303008
350	0.2062900568
351	0.2057701287
352	0.2053355418
353	0.2048474613
354	0.2042331319
355	0.2037849301
356	0.203160813
357	0.2027237666
358	0.2021613121
359	0.2016278819
360	0.2012148531
361	0.2009027255
362	0.2005756529
363	0.1998721926
364	0.199342552
365	0.1988858675
366	0.1984092311
367	0.1980660589
368	0.197666118
369	0.1972984515
370	0.1968723222
371	0.196814788
372	0.1964325152
373	0.1959449241
374	0.1956955885
375	0.195204534
376	0.194900337
377	0.1945637151
378	0.1940727736
379	0.1935279997
380	0.1930421403
381	0.1925683774
382	0.1923532486
383	0.1919776891
384	0.1915160731
385	0.1911799531
386	0.1906804035
387	0.1904129229
388	0.1902116976
389	0.18996703
390	0.1895178494
391	0.1892076543
392	0.1888416692
393	0.1883745946
394	0.1880755048
395	0.1877973958
396	0.1873805648
397	0.1869574597
398	0.1865955027
399	0.1862394684
400	0.1858077049
401	0.1853920786
402	0.1849514309
403	0.1844552316
404	0.1840057122
405	0.1835631822
406	0.1830554134
407	0.1827143368
408	0.1822979074
409	0.1817743402
410	0.1813874998
411	0.1810612679
412	0.1807009923
413	0.1801904879
414	0.1800838521
415	0.1797996069
416	0.1794242357
417	0.1791159479
418	0.1786702558
419	0.1783806274
420	0.1779032757
421	0.1776176754
422	0.1771979583
423	0.1768368294
424	0.1763678601
425	0.1759638284
426	0.1756201167
427	0.1753220558
428	0.1750892463
429	0.1746963702
430	0.1746162866
431	0.1743986607
432	0.1740263387
433	0.1734103404
434	0.1730139632
435	0.1727323532
436	0.1722798347
437	0.1719890143
438	0.1716982189
439	0.1713114538
440	0.1709511531
441	0.170662905
442	0.1703104094
443	0.1700903616
444	0.1697955132
445	0.169535411
446	0.1694817292
447	0.1691226583
448	0.1687389424
449	0.1684405804
450	0.1680713202
451	0.1676547151
452	0.1673697672
453	0.1670808792
454	0.1667102764
455	0.1665009448
456	0.1662537173
457	0.1658443903
458	0.1654148729
459	0.1649366805
460	0.1645835826
461	0.1642315262
462	0.1639228118
463	0.1635547688
464	0.1630996654
465	0.1628447834
466	0.1625164434
467	0.1621804112
468	0.1618956767
469	0.1618086413
470	0.1615425035
471	0.1610566942
472	0.1607022536
473	0.1603072443
474	0.1599855423
475	0.1595667538
476	0.1593166778
477	0.1591182006
478	0.1590146767
479	0.1586560701
480	0.1583514841
481	0.1580711164
482	0.1577853906
483	0.1574495968
484	0.1570456028
485	0.1566275797
486	0.1562888999
487	0.1561242781
488	0.1558270078
489	0.1555868575
490	0.1552790215
491	0.1550259716
492	0.1546905417
493	0.1543736834
494	0.1541328681
495	0.1539210771
496	0.1536544875
497	0.1533601159
498	0.1530024252
499	0.1527977743
500	0.1524624825
501	0.1522064334
502	0.1519196535
503	0.1517259949
504	0.1515745113
505	0.1512717071
506	0.1509873742
507	0.1506593855
508	0.150395293
509	0.1502175331
510	0.149954708
511	0.149638452
512	0.1493263872
513	0.1491515762
514	0.1487957804
515	0.1485554419
516	0.1482162601
517	0.1477968567
518	0.1475643233
519	0.1472934171
520	0.1469564438
521	0.1466601271
522	0.1462428193
523	0.1460482447
524	0.1459728417
525	0.1456322419
526	0.1453728676
527	0.1451064662
528	0.1448346565
529	0.1447946774
530	0.1445119757
531	0.1442415714
532	0.1438987506
533	0.1436579102
534	0.1435312472
535	0.1432392095
536	0.1428393063
537	0.1426505792
538	0.1423834374
539	0.1421919998
540	0.1420010015
541	0.141759772
542	0.141553289
543	0.1413523774
544	0.1411243991
545	0.1408826175
546	0.1406678275
547	0.1404140874
548	0.1401279224
549	0.1398254068
550	0.13944858
551	0.1393016263
552	0.1390543235
553	0.1388150767
554	0.1386373921
555	0.1384147719
556	0.1381487093
557	0.1380171023
558	0.1377871413
559	0.1375300759
560	0.1372319774
561	0.1370498005
562	0.1369036624
563	0.1367067287
564	0.1364714723
565	0.1361767744
566	0.1359623608
567	0.1356849168
568	0.1356209705
569	0.1353335381
570	0.1351950545
571	0.1350223391
572	0.1347251942
573	0.1345006792
574	0.134299479
575	0.1342641931
576	0.1339915552
577	0.133733398
578	0.133527053
579	0.1332353291
580	0.1329419487
581	0.1327078719
582	0.1324132869
583	0.1321626337
584	0.1319102739
585	0.1316571612
586	0.1314056798
587	0.1312705592
588	0.1310749054
589	0.130872488
590	0.1306373948
591	0.1303929153
592	0.1300492789
593	0.1298073969
594	0.1296964696
595	0.1296013782
596	0.1293777165
597	0.1290391495
598	0.1288561068
599	0.1286302993
600	0.1284190856
601	0.1282237956
602	0.1280915612
603	0.127846768
604	0.1275168469
605	0.1272476347
606	0.1270198195
607	0.1268548714
608	0.1267275434
609	0.1264305742
610	0.1262404542
611	0.1259649176
612	0.125652376
613	0.1254660958
614	0.1252725124
615	0.1250802843
616	0.1248738891
617	0.1246373026
618	0.1244450117
619	0.1242224919
620	0.1241219797
621	0.123916375
622	0.1237542002
623	0.1235879848
624	0.1233609476
625	0.1230377398
626	0.1228961443
627	0.1228218079
628	0.122593428
629	0.1224479675
630	0.1223244793
631	0.1220886331
632	0.1218859773
633	0.1217215814
634	0.1214865383
635	0.1212558244
636	0.1210060371
637	0.1208514916
638	0.1207580064
639	0.1205499925
640	0.1202856867
641	0.1202051765
642	0.1201109384
643	0.1198398941
644	0.1196886238
645	0.1196230838
646	0.1195697282
647	0.1193769606
648	0.1190687606
649	0.1188165765
650	0.1186313755
651	0.1184811843
652	0.1182388757
653	0.1180549923
654	0.1178502284
655	0.1177046424
656	0.1175180485
657	0.1173965554
658	0.117175554
659	0.1170270568
660	0.1168834034
661	0.1167918255
662	0.116609749
663	0.1164581274
664	0.1162029568
665	0.1160582743
666	0.1158720067
667	0.1156549705
668	0.1155216568
669	0.1153098157
670	0.115066177
671	0.1148442971
672	0.1146068573
673	0.1144082421
674	0.1142381492
675	0.1140690101
676	0.1139038989
677	0.1136986456
678	0.1134584076
679	0.1133140263
680	0.1130788452
681	0.1128454083
682	0.1126207176
683	0.1124345503
684	0.1122168491
685	0.1120160755
686	0.1117986001
687	0.1115732569
688	0.1113582661
689	0.111160843
690	0.1110474687
691	0.1108990719
692	0.1106844074
693	0.1105488727
694	0.1103701842
695	0.1102077459
696	0.1100343654
697	0.1098426392
698	0.1097598829
699	0.1095907061
700	0.1094219685
701	0.1091875277
702	0.1090033807
703	0.108860819
704	0.1087279947
705	0.1084594476
706	0.1082667803
707	0.1080554285
708	0.1080049841
709	0.1077853002
710	0.1076334903
711	0.107461967
712	0.107288072
713	0.1071972345
714	0.1070655271
715	0.1068389165
716	0.1066516199
717	0.1064912144
718	0.1062855971
719	0.1061063315
720	0.1058590914
721	0.1056140598
722	0.1054810097
723	0.1053377453
724	0.1051824093
725	0.1050495098
726	0.1048650742
727	0.1047589904
728	0.1045875549
729	0.104419633
730	0.1042903223
731	0.1041737983
732	0.1040443558
733	0.1039070644
734	0.1037608699
735	0.103659931
736	0.10349972
737	0.1032868498
738	0.1031029538
739	0.1029580706
740	0.1028488874
741	0.1026839269
742	0.1025661042
743	0.1024034274
744	0.1022513477
745	0.102129177
746	0.1019727619
747	0.1017783002
748	0.1016226442
749	0.1014652503
750	0.1012927357
751	0.1011120269
752	0.1009466209
753	0.1006863305
754	0.1005283908
755	0.1003860047
756	0.1001798291
757	0.099980988
758	0.09981893238
759	0.09970560827
760	0.09958482416
761	0.09946510666
762	0.09926701847
763	0.0990788121
764	0.09889863667
765	0.09873193189
766	0.09855883372
767	0.09836060122
768	0.09822794638
769	0.0980731688
770	0.0979472838
771	0.09779985327
772	0.09764164372
773	0.09749467749
774	0.09738961019
775	0.09727318663
776	0.09714870704
777	0.09699778808
778	0.09689148476
779	0.09680040259
780	0.09668268028
781	0.09656515874
782	0.09644576123
783	0.09629199379
784	0.09620277505
785	0.09607015785
786	0.09584749372
787	0.09567766441
788	0.09550864446
789	0.09534520852
790	0.0951905376
791	0.09501049393
792	0.09488065619
793	0.09480881691
794	0.09465743366
795	0.09452198681
796	0.09443921792
797	0.09427362994
798	0.09412739779
799	0.09400432361
800	0.09386577104
801	0.09368858839
802	0.09358139415
803	0.093407587
804	0.09325663667
805	0.0931363545
806	0.09293818474
807	0.0927999898
808	0.09261912421
809	0.09249281256
810	0.09243736769
811	0.09228853176
812	0.09212556638
813	0.09203009856
814	0.09191545687
815	0.09177380487
816	0.09161799205
817	0.0914829091
818	0.09133737966
819	0.09119141729
820	0.09100402029
821	0.09092445123
822	0.09077713364
823	0.0906359271
824	0.09054468807
825	0.09042012691
826	0.09027338028
827	0.0900911281
828	0.09001606389
829	0.08985692576
830	0.08969752412
831	0.08953708097
832	0.08938731018
833	0.0892450433
834	0.08911233199
835	0.08900269709
836	0.08888927886
837	0.08876791753
838	0.08867768237
839	0.08855497837
840	0.08844781549
841	0.08831464617
842	0.08818073649
843	0.08804766755
844	0.08795317223
845	0.08781442517
846	0.08772291635
847	0.08758964037
848	0.08745266889
849	0.08729742075
850	0.08710293393
851	0.08694356366
852	0.08677377199
853	0.08671111182
854	0.08655181684
855	0.08648000265
856	0.08633421597
857	0.0861956634
858	0.08610074144
859	0.08601337985
860	0.08590993128
861	0.08577005487
862	0.08562956358
863	0.08548055197
864	0.08538807693
865	0.08524766721
866	0.08508253098
867	0.08497139655
868	0.08483379138
869	0.08479124621
870	0.08469075906
871	0.08455479772
872	0.08447005247
873	0.08430918894
874	0.0842089402
875	0.08410847814
876	0.08402227728
877	0.08390556511
878	0.08378352617
879	0.08360887829
880	0.08354672633
881	0.08342931145
882	0.08332538605
883	0.08325785712
884	0.08313156429
885	0.08298897743
886	0.08286871408
887	0.08275369594
888	0.08264121256
889	0.08250794913
890	0.08237099648
891	0.08222714223
892	0.08217132719
893	0.08205416955
894	0.08196547784
895	0.08183345042
896	0.08170225118
897	0.08160822642
898	0.08147730953
899	0.08138093195
900	0.08126325356
901	0.08111505759
902	0.0810065144
903	0.08088044116
904	0.08076768172
905	0.08067959233
906	0.08061864502
907	0.08050132425
908	0.08040062377
909	0.08029729442
910	0.0801744963
911	0.08004425701
912	0.07990888545
913	0.07979120706
914	0.07966505854
915	0.07957507435
916	0.07947929909
917	0.07942188414
918	0.07930935684
919	0.07912716113
920	0.07901254453
921	0.07888864216
922	0.07877767713
923	0.07866488005
924	0.07853125271
925	0.0784360986
926	0.0783029732
927	0.07814581143
928	0.07797145844
929	0.07787154223
930	0.07781704476
931	0.07767088162
932	0.07755146529
933	0.07749314685
934	0.07738690627
935	0.07726007386
936	0.07720293497
937	0.07710263604
938	0.07701546895
939	0.07687507178
940	0.07674476975
941	0.07658312195
942	0.07648924777
943	0.07635998726
944	0.0762477172
945	0.07612274822
946	0.07599217013
947	0.07589234804
948	0.07580181799
949	0.07569979367
950	0.07565350282
951	0.07550823689
952	0.07540896064
953	0.07531029927
954	0.07523761298
955	0.07513474163
956	0.07506928318
957	0.07497840179
958	0.07487703625
959	0.07478527019
960	0.07468369133
961	0.07458787215
962	0.07446622849
963	0.07435659358
964	0.07423870187
965	0.0741652815
966	0.07406736675
967	0.07393902226
968	0.07380410245
969	0.07369262294
970	0.07362208241
971	0.0735457069
972	0.07346487045
973	0.07333850861
974	0.0732266401
975	0.07311242505
976	0.07300156041
977	0.0729326198
978	0.0728603476
979	0.0727307922
980	0.07261828372
981	0.07251001032
982	0.07239521177
983	0.07232027932
984	0.07217974412
985	0.07208513586
986	0.0719702934
987	0.07190539335
988	0.07182061672
989	0.07172525556
990	0.07163073515
991	0.07155280364
992	0.07141565022
993	0.07130873203
994	0.07119763525
995	0.07108933047
996	0.07100578358
997	0.07092773287
998	0.07083638091
999	0.07075386298
